objectID,name,description,url,logo,banner,city,zipcode,department,region,address,lat,lng,org_type,category_tags,ha_tags,active_forms_count,active_forms_type,creation_date,last_order_date,score,partners,contact_email,contact_phone
609201,YOGA ACCORD À CORPS ASSO,,/associations/yoga-accord-a-corps-asso,https://cdn.helloasso.com/img/logos/croppedimage-26b01ac3d1a743e0ac9af1f3907c8fae.png,https://cdn.helloasso.com/img/photos/croppedimage-69555e7676f04c60965452360b689648.jpg,Saint-Martin-de-Queyrières,05120,Hautes-Alpes,Provence-Alpes-Côte d'Azur,116 rue des Costes,44.861075,6.596746,Association1901,Loisirs,,1,Membership,1756332000,,110,,yoga.asso.05@gmail.com,0645251182
376690,Association des saisonniers des Orres,"L'assiociation des saisonniers des Orres a pour but de faire bénéficier les saisonniers travaillant sur la station des Orres d'avantages tarifaires quant aux différentes activités vendues par celle- ci, mais aussi d'organiser des événements sportifs et musicaux.",/associations/association-des-saisonniers-des-orres,https://cdn.helloasso.com/img/logos/croppedimage-d3367f0ef67f4f54b02815c89781b877.png,https://cdn.helloasso.com/img/photos/croppedimage-6b0e7d48d5234946a7479b2da86ea4e1.png,Les Orres,05200,Hautes-Alpes,Provence-Alpes-Côte d'Azur,2 Traverse du Grain d'Orge,44.505868,6.554421,Association1901,Loisirs,,2,"Donation, Event",1676242800,1757177495,110,,,
591279,Association Vivre sa Vie Chez Soi - DAC05,"Votre DAC 05 a pour mission d’aider et d’accompagner les professionnels du territoire (sanitaires, sociaux et médico-sociaux) dans les situations individuelles qui leur posent problèmes (quels que soient l’âge ou les pathologies) et dans l’organisation globale des parcours de Santé complexes.",/associations/association-vivre-sa-vie-chez-soi-dac05,https://cdn.helloasso.com/img/logos/croppedimage-11f55a2ed78145fba7d354bdc8f4faf4.png,https://cdn.helloasso.com/img/photos/croppedimage-dc80c608a58f412d87e5f2034834ba5e.png,L’Argentière-la-Bessée,05120,Hautes-Alpes,Provence-Alpes-Côte d'Azur,1 Rue du Dispensaire,44.791565,6.557258,Association1901,Humanitaire | Médico-social | Professionnels | Solidarité | Santé,,1,Event,1747692000,1757424138,110,,admin@dac05.fr,
280110,Avenir Scolaire Burkina,"Avenir Scolaire Burkina est une association créée en 2020, elle a pour but de prendre en charge les frais de scolarité d’enfants issus de familles Burkinabé pauvres ou modestes",/associations/avenir-scolaire-burkina,https://cdn.helloasso.com/img/logos/croppedimage-a3252b1a040d4f7ea746c0f3297f8bc3.png,https://cdn.helloasso.com/img/photos/croppedimage-5a3c3d59f4124a4c8a24ca542263621c.jpg,Chabottes,05260,Hautes-Alpes,Provence-Alpes-Côte d'Azur,106 Chemin du Four,44.645493,6.173097,Association1901,Education | Enfance | Formation,,2,Membership,1630965600,1761654579,110,,avenirscolaireburkina@gmail.com,0781289803
608687,LES AMIS DE MOISSIERE,"Afin de promouvoir la vie sur le site de Moissière dans une dynamique collective, un projet d’écolieu est porté par l’association. Pour plus d'information sur le lieu, son histoire et pour nous contacter rdv sur : https://moissiere-ecolieu.webnode.fr/",/associations/les-amis-de-moissiere,https://cdn.helloasso.com/img/logos/croppedimage-e223ea098e1f469b9d7bcef6ed219490.png,https://cdn.helloasso.com/img/photos/croppedimage-19c8dc5499ef4e838b2cc376453f52ab.png,Rabou,05400,Hautes-Alpes,Provence-Alpes-Côte d'Azur,35 route de Rabou,44.596883,6.000827,AssociationProprietaire,Environnement | Ecologie et Environnement,,1,Membership,1756159200,1761932418,110,,lesamisdemoissiere@ikmail.com,
494530,MONÊTIER NOTRE VILLAGE POUR UN TOURISME RAISONNABLE,"Suite à la présentation du projet immobilier de création d'un complexe hôtelier sur le site du Gros Moutas (le Monetier les Bains) porté par la commune, un collectif de citoyens inquiets s'est créé. Un an après, le collectif a souhaité adopter une structure juridique en créant cette association.",/associations/monetier-notre-village-pour-un-tourisme-raisonnable,https://cdn.helloasso.com/img/logos/croppedimage-bab2511fd88a4e3ab26208e26dbbb248.jpg,https://cdn.helloasso.com/img/photos/croppedimage-0310c1c83d9440c09f2df9b49d97ab77.png,Le Monêtier-les-Bains,05220,Hautes-Alpes,Provence-Alpes-Côte d'Azur,Rue de la Fondchaude,44.973804,6.508629,Association1901,Humanitaire | Solidarité | Solidarité et Action Sociale | Ecologie et Environnement,,1,Membership,1712095200,1771522581,110,,monetiernotrevillage@gmail.com,
608842,ASSOCIATION TM-RALLYE,"Timéo a 15 ans et un grand rêve : devenir pilote de rallye pro ! Avec TM-RALLYE, on l’accompagne sur la route des championnats. ?? Votre don = son équipement, sa voiture, ses chances ! On démarre ensemble!",/associations/association-tm-rallye,https://cdn.helloasso.com/img/logos/croppedimage-0a4f36227c4d4f799a7bba92d5ab9423.png,https://cdn.helloasso.com/img/photos/croppedimage-ec99ed34ce9f4728a16730086bdcbf6e.png,Gap,05000,Hautes-Alpes,Provence-Alpes-Côte d'Azur,9 chemin du Grand Bois,44.521255,6.050285,Association1901,Sport | Rallye,,2,"Membership, CrowdFunding",1756245600,1757271280,110,,association.tm-rallye@mail.fr,
167545,El Pudu,Compagnie de théâtre,/associations/el-pudu,https://cdn.helloasso.com/img/logos/el pudu-ee078dfa4c5f4f8eb647e5001ffa8389.png,https://cdn.helloasso.com/img/photos/logo el pudu 2019 3 -2-d79e522bbe074f0096bdf6d4c07cd800.jpg,Briançon,05100,Hautes-Alpes,Provence-Alpes-Côte d'Azur,35 Rue Pasteur,44.889994,6.634449,Association1901,Arts et Culture | Arts | Culture | Théâtre,,2,Membership,1569016800,1761592083,110,,elpudutheatre@gmail.com,0601639090
608042,GM 180,Premier club de fléchette des hautes alpes affilié à la fédération française de darts. Venez tester votre précision et découvrir notre passion.,/associations/gm-180,https://cdn.helloasso.com/img/logos/croppedimage-a3ed83d0557e417ca34b0cca37e56407.png,https://cdn.helloasso.com/img/photos/croppedimage-11ca5f5ee71149c78518c3d9b0b46cdc.png,Gap,05000,Hautes-Alpes,Provence-Alpes-Côte d'Azur,ZAC la luysanne,44.5642086,6.0924838999999,Association1901,Sport,,1,Membership,1755813600,,110,,gm180gap@gmail.com,0782511714
305649,Pas de Côté - Puy Saint Eusèbe,"Pas de Côté, à Puy Saint Eusèbe, 05200, au dessus du lac de Serre Ponçon vous propose un lieu de reconnexion avec des hébergements, des spectacles, des ateliers et des formations ...   Vous trouverez ici à régler votre adhésion ainsi que  les billets de certaines animations du lieu  Bienvenue",/associations/pas-de-cote-puy-saint-eusebe,https://cdn.helloasso.com/img/logos/croppedimage-79b732cdf2924d66a5d60daa42215946.png,https://cdn.helloasso.com/img/photos/croppedimage-ea4525db59d64cc0a92a4b403af7be1b.png,Puy-Saint-Eusèbe,05200,Hautes-Alpes,Provence-Alpes-Côte d'Azur,217 Rue de la Baume,44.561148,6.413281,Association1901,Formation | Education,,4,"Shop, Event",1644706800,1757414280,110,,contact@pasdecote.net,0620481926
449686,Serre Chevalier Equitation,"Le centre équestre est géré par une association loi 1901 depuis la rentrée scolaire 2013. Accompagnés par Alice, notre monitrice diplômée d'état en équitation, nous accordons un soin tout particulier au développement et à la progression de chacun quelques soient ses objectifs.",/associations/serre-chevalier-equitation,https://cdn.helloasso.com/img/logos/croppedimage-31a9a20a93464a01ac1fc11cab0af594.png,https://cdn.helloasso.com/img/photos/croppedimage-de3e5a921cb347d0a4df904175ea4018.png,Le Monêtier-les-Bains,05220,Hautes-Alpes,Provence-Alpes-Côte d'Azur,375 route de Grenoble lieu dit les Iscles,44.956927,6.543518,Association1901,Equitation | Sport,,2,"Donation, Membership",1699916400,1774332118,110,,serrecheequitation05@gmail.com,0667385887
298994, La brume,"Cette association à but non lucratif, a pour objet de créer un pôle culturel artistique et des ateliers partagés permettant l'émergence de la culture artistique local. Développer, partager et sensibiliser à la culture par le biais d’événements.",/associations/la-brume,https://cdn.helloasso.com/img/logos/croppedimage-3b6aa015b4b94f539d68178b3cbcc375.png,https://cdn.helloasso.com/img/photos/croppedimage-8f3bcaef860041dc8dc1a1fd97ee682d.png,Embrun,05200,Hautes-Alpes,Provence-Alpes-Côte d'Azur,71 Chalet de Chalvet,44.585911,6.496747,Association1901,Arts | Culture | Arts et Culture,,1,Membership,1641164400,1759479688,110,,,
596216,LA JOUE,"L'association ""La Joue"" est un nouveau comité d'animation de la station de La Joue du Loup, en Loi 1901 (dans le massif du Dévoluy - 05250). Elle a compétence pour organiser ponctuellement des activités gratuites, ludiques, et ouvertes à tous.",/associations/la-joue,https://cdn.helloasso.com/img/logos/croppedimage-ee7dfd6ca62f42e3849f777f39aafb82.png,https://cdn.helloasso.com/img/photos/croppedimage-9104f745a2b04818851e7936654c51a2.png,Dévoluy,05250,Hautes-Alpes,Provence-Alpes-Côte d'Azur,2 route du Viellaret,44.687517,5.890782,Association1901,Animaux | Humanitaire | Solidarité | Solidarité et Action Sociale,,2,"Donation, Membership",1749679200,1755535215,110,,asso@lajoue.fr,0465031090
31353,Harmonie de vie,Création d'un lieu de vie avec hébergement et activités pour des personnes souffrant de troubles psychiques et ou d'addictions. Accueillir et héberger des personnes en difficultés dans un projet de vivre ensemble auquel elles adhérent.,/associations/harmonie-de-vie,https://cdn.helloasso.com/img/logos/harmonie-de-vie.jpg,https://cdn.helloasso.com/img/photos/croppedimage-9e4fa70517784760bf8af2c10a28738b.png,Gap,05000,Hautes-Alpes,Provence-Alpes-Côte d'Azur,1 A rue Bayard Le Marignan ,44.562045,6.079098,Association1901,Humanitaire | Solidarité | Solidarité et Action Sociale,,3,"Donation, Membership",1422313200,1645716271,110,,harmoniedevie@orange.fr,
285987,Le refuge Chat'l'heureux,"Nous sommes une association de protection animale basée dans les Hautes-Alpes. Nous récupérons chats et chatons essentiellement, parfois chiens ou NAC, malades, abandonnés ou errants. Nous les soignons et les faisons adopter.  Nous vivons uniquement de dons. Merci à tous ",/associations/le-refuge-chat-l-heureux,https://cdn.helloasso.com/img/logos/croppedimage-7c86159453fd45efa0d9d1aa9559832b.png,https://cdn.helloasso.com/img/photos/croppedimage-50787b7f36704a3c8c97d1eb4e72cb4c.png,Gap,05000,Hautes-Alpes,Provence-Alpes-Côte d'Azur,12 Rue de Villebois,44.571701,6.089319,Association1901Rig,Animaux | Chats | Chiens | Environnement,,4,"Donation, Membership",1633557600,1757329156,110,,lerefugechatlheureux@gmail.com,0769397188
147749,WOMEN FOR SEA,"Depuis 10 ans, l’association Women for Sea réunit des énergies féminines pour construire ensemble des  odyssées et projets innovants qui inspirent, éclairent, créent du lien et ont un impact positif sur la mer et le littoral.",/associations/women-for-sea,https://cdn.helloasso.com/img/logos/croppedimage-3473409c0f0a460d8166123f5ac1f13c.png,https://cdn.helloasso.com/img/photos/croppedimage-ac3a362b662640f98022bb95aa5153d6.png,Saint-Apollinaire,05160,Hautes-Alpes,Provence-Alpes-Côte d'Azur,"Le village, rue de la fontaine",44.556548,6.362618,Association1901Rig,Environnement | Ecologie et Environnement,Don,5,"Event, Donation, Membership",1557957600,1770239872,110,,contact@womenforsea.fr,0782297558
66475,PAARI,Association de Personnes Autistes pour une Autodétermination Responsable et Innovante,/associations/paari,https://cdn.helloasso.com/img/logos/croppedimage-3318344c244f47aea869cb37e344fb8e.png,https://cdn.helloasso.com/img/photos/croppedimage-ca2806882bd9459d9027c16ae8be89b2.png,Embrun,05200,Hautes-Alpes,Provence-Alpes-Côte d'Azur,1 rue Savine,44.56334,6.494119,Association1901Rig,Autisme | Humanitaire | Solidarité | Solidarité et Action Sociale,,1,Membership,1499551200,1765012495,110,,,
338540,Douni'Art,"Douni’Art est une association à but culturel et humanitaire. Elle a pour objet la promotion de la photographie en tant que pratique artistique et le développement d’actions de solidarité internationale, notamment le soutien au développement de la pratique photographique au Burkina Faso.",/associations/douni-art,https://cdn.helloasso.com/img/logos/croppedimage-bc17c413e57f4fd48c6ef80479912cb4.png,https://cdn.helloasso.com/img/photos/croppedimage-d392036333ee41ad924edbd3928d8454.png,Gap,05000,Hautes-Alpes,Provence-Alpes-Côte d'Azur,Rue du Forest d'Entrais,44.567372,6.088073,Association1901,Arts et Culture | Arts | Culture | Humanitaire | Photographie | Solidarité,,4,"Membership, CrowdFunding, Donation",1660687200,1758804349,110,,,
366598,GAP HANDBALL,,/associations/gap-handball,https://cdn.helloasso.com/img/logos/croppedimage-edf757698281445181767a74dc5ecfcd.png,https://cdn.helloasso.com/img/photos/croppedimage-f5db52ffa4b84c03968930091a6f17c4.png,Gap,05000,Hautes-Alpes,Provence-Alpes-Côte d'Azur,14 Avenue Commandant Dumont,44.565119,6.083753,Association1901,Sport,,1,Membership,1672873200,1774967058,110,FFHB,contact@gap-handball.com,0787321243
63391,le coeur de Vauban,Notre association a pour but d'organiser la fête médiévale des Escartons,/associations/le-coeur-de-vauban,https://cdn.helloasso.com/img/logos/croppedimage-79be85f8cf0f4b83a585e9ba302b3e17.png,https://cdn.helloasso.com/img/photos/medievale-2019-dd10bc706d6f44bea487c6549a23aaeb.jpg,Briançon,05100,Hautes-Alpes,Provence-Alpes-Côte d'Azur,1 Rue du Temple,44.900285,6.643488,Association1901Rig,Arts | Culture | Fête | Arts et Culture,,3,"Membership, PaymentForm",1494799200,1735414381,110,BasicCompta,contact@medievale-briancon.fr,0622990118
563711,Les Chorales des Alpes du Sud,"Les Chorales des alpes du sud encadre 3 chorales (Ad astra - Classique, Ceour a couer - Gospel et La chorale des montagnes - Chant Noel) plus le projet ""Mille voix pour la diviristé""",/associations/les-chorales-des-alpes-du-sud,https://cdn.helloasso.com/img/logos/croppedimage-edc17ee4d44f40edadeec4ffa744d4bb.png,https://cdn.helloasso.com/img/photos/croppedimage-12d0060babb746448232951f0f967ef0.png,Gap,05000,Hautes-Alpes,Provence-Alpes-Côte d'Azur,Chemin des Grillons,44.534385,6.090101,Association1901,Musique | Arts | Chant | Chorale | Culture | Gospel,,2,Event,1737241200,1750870266,110,,lcas05@hotmail.com,
422357,Biathlon Hautes-Alpes Académie,Pratiquer et promouvoir le biathlon toute l'année dans les Hautes-Alpes.,/associations/biathlon-hautes-alpes-academie,https://cdn.helloasso.com/img/logos/croppedimage-fe7644172f884391a6b1ce98424db9b4.png,https://cdn.helloasso.com/img/photos/croppedimage-2c6fa57ad5224a04913c62e87fcd5ae1.png,Neffes,05000,Hautes-Alpes,Provence-Alpes-Côte d'Azur,29 Impasse de Rousine,44.489666,6.03264,Association1901,Sport,,1,Event,1691186400,1750929248,110,,biathlonh2a@gmail.com,0687270685
513127,ASSOCIATION FORTS-JANUS,"Association de bénévoles passionnés par la fortification alpine Maginot Visites guidées de l'ouvrage d'artillerie du JANUS,  plus gros fort du secteur Remise en état et présentation de matériels et mannequins d'époque 1939 Reconstitution historique: la Vie des équipages dans ces ouvrages fortifiés  ",/associations/association-forts-janus,https://cdn.helloasso.com/img/logos/croppedimage-1c4a83680f1143caabf7381a936051c2.png,https://cdn.helloasso.com/img/photos/croppedimage-6ba18519c2074306ae29e85d2cbb736d.png,Saint-Chaffrey,05330,Hautes-Alpes,Provence-Alpes-Côte d'Azur,481 Route des Queyrets,44.93715,6.586973,Association1901,Patrimoine,,3,"Donation, Membership",1718143200,1754327869,110,,fortsjanus@laposte.net,0613217630
62344,LES CROQUIGNARDS,"Encourager la solidarité, l'échange, l'entraide, le respect, le développement artistique et culturel, la mixité sociale, la convivialité.",/associations/les-croquignards,https://cdn.helloasso.com/img/logos/les-croquignards-8e10a131d6244d6bb34241240d85bffe.jpeg,https://cdn.helloasso.com/img/photos/croppedimage-2d07753e7c6a426692d7df58d3a8b8f1.png,La Roche-de-Rame,05310,Hautes-Alpes,Provence-Alpes-Côte d'Azur,"Mairie, Le Clot",44.756437,6.577576,Association1901,Arts | Culture | Humanitaire | Solidarité | Solidarité et Action Sociale,,1,CrowdFunding,1493503200,1772005707,110,,chezlescroquignards@chezlescroquignards.org,0611981175
474155,L'assoscroquante,"Promouvoir l'art en général, créer des évènements culturels autour du dessin de presse, d'humour et de la caricature. Transmettre aux générations futures, les valeurs de liberté d'expression en proposant des animations, expositions et ateliers créatifs. Partager, rencontrer, des moments conviviaux.",/associations/l-assoscroquante,https://cdn.helloasso.com/img/logos/croppedimage-806256354a8c46f28512b4f25a48af0e.png,https://cdn.helloasso.com/img/photos/croppedimage-7557825d59a3488ebd5c28cfe3c84c26.png,Gap,05000,Hautes-Alpes,Provence-Alpes-Côte d'Azur,17 Rue de Bonne,44.565532,6.081985,Association1901,Arts | Culture | Dessin | Presse | Arts et Culture,,1,Membership,1707433200,1751020905,110,,assoscroquante@gmail.com,0637839204
507341,Objectif Hockey Canada ,Nous allons faire participer nos jeunes hockeyeurs Briançonnais au tournoi Pee wee en 2026.  Afin de pouvoir réaliser leur rêves…. nous avons besoin de votre soutien financier. ,/associations/objectif-hockey-canada,https://cdn.helloasso.com/img/logos/croppedimage-88b6fa989b8544aa931d6219746c97e1.png,https://cdn.helloasso.com/img/photos/croppedimage-24af693bb6054cc485592d4c866ddd6e.png,Villar-Saint-Pancrace,05100,Hautes-Alpes,Provence-Alpes-Côte d'Azur,1 Rue de la Callee,44.875086,6.632608,Association1901,Sport,,1,Donation,1716242400,1759931668,110,,nathaliegiral@sfr.fr,0622587590
237383,Amicale des sapeurs-pompiers de Serre-chevalier,"L'Amicale des sapeurs-pompiers ne peut fonctionner qu'avec vos dons. Grâce à vos dons, l'Amicale a pour objectif de resserrer les liens qui unissent les sapeurs-pompiers par l'organisation de manifestations sportives, culturelles ou familiales. ",/associations/amicale-des-sapeurs-pompiers-de-serre-chevalier,https://cdn.helloasso.com/img/logos/croppedimage-0900683943d9491793e7586e449f11f3.png,https://cdn.helloasso.com/img/photos/croppedimage-962fe6836c9e4581bf0fffd8590c234e.png,Le Monêtier-les-Bains,05220,Hautes-Alpes,Provence-Alpes-Côte d'Azur,Route des Guibertes,44.972474,6.508336,Association1901,Culture | Protection civile | Réseaux pros et étudiants,Sapeurs-pompiers,2,Donation,1609282800,1737705091,110,,,
190027,Association Les Amis de la Calandreta Gapiana,"La Calandreta Gapiana est une école associative à gestion parentale, sous contrat avec l'éducation nationale.  Calandreta qu'es acquo ? *S'associer pour faire école *Immersion en langue locale occitane *Pédagogie Calandreta active et institutionnelle *Enseignement laïque  www.calandretagapiana.fr",/associations/association-les-amis-de-la-calandreta-gapiana,https://cdn.helloasso.com/img/logos/croppedimage-8db312041ab548b9a6622ca1cfeaf863.png,https://cdn.helloasso.com/img/photos/croppedimage-575f0a9c4b154abab443439ce8dc2467.jpg,Gap,05000,Hautes-Alpes,Provence-Alpes-Côte d'Azur,Saint-jean,44.532518,6.042525,Association1901,Education | Enseignement | Formation,,2,"Shop, Donation",1580511600,1749281127,110,,bureau@calandretagapiana.fr,0662542142
320485,Solidarité Ukraine Champsaur Valgaudemar,"Favoriser et accompagner l’accueil des réfugiés Ukrainiens chez des particuliers ou autre. (Hébergement, déplacements, démarches administratives, soins, nourriture, éducation, loisir, matériel, vêtements, etc….)",/associations/solidarite-ukraine-champsaur-valgaudemar,https://cdn.helloasso.com/img/logos/croppedimage-681f6efcaf7d49e1bfbf98c1a74d5d1c.png,https://cdn.helloasso.com/img/photos/croppedimage-0ccabbe322eb4b2d9accfa083da028ab.png,Buissard,05500,Hautes-Alpes,Provence-Alpes-Côte d'Azur,275 Chemin du Serre,44.657513,6.148586,Association1901,Caritatif | Humanitaire | Solidarité et Action Sociale,Solidarité Ukraine,1,Donation,1651615200,1735506792,110,,UkraineChampsaurValgo@gmail.com,0618655637
577354,au secours des animaux ,"L'association a pour but de protéger, nourrir, soigner, sauver et stériliser les animaux en danger pour leurs permettre de trouver une bonne famille pour la vie",/associations/au-secours-des-animaux,https://cdn.helloasso.com/img/logos/croppedimage-d02272f0961945baa0bc88b5dfd160e1.png,https://cdn.helloasso.com/img/photos/croppedimage-bfa200366ccc4b089ec578b755661d37.png,Laragne-Montéglin,05300,Hautes-Alpes,Provence-Alpes-Côte d'Azur,56 Avenue de Provence,44.30986,5.831775,Association1901,Animaux | Caritatif | Humanitaire,,3,"Donation, Membership",1742166000,1744833826,110,,secoursanimaux05@gmail.com,0678686337
311589,Ligue Auvergne Rhône-Alpes de Hockey sur Glace,La Ligue AURA de Hockey sur Glace est un organisme régional dont la zone géographique de compétence correspond au périmètre de la région administrative.  Elle a pour missions principales de : - Proposer toute action visant au développement sportif - Relayer la politique sportive initiée par la FFHG,/associations/ligue-auvergne-rhone-alpes-de-hockey-sur-glace,https://cdn.helloasso.com/img/logos/croppedimage-0a353d72c7b6417d80e83f4318354978.png,https://cdn.helloasso.com/img/photos/croppedimage-5868d1db1e9249a597cb2cc074b9fd93.png,Gap,05000,Hautes-Alpes,Provence-Alpes-Côte d'Azur,1A Rue Bayard,44.562045,6.079098,Association1901,Sport | Hockey sur glace,,1,Donation,1647385200,1774852623,110,,,
556201,COMITE HANDISPORT HAUTES-ALPES,Nos missions sont la promotion et le développement des activités sportives pour les personnes handicapées physiques et sensorielles. Nos objectifs: – Initiation et perfectionnement aux activités handisport – Acquisition de matériels adaptés – Formations fédérales   ,/associations/comite-handisport-hautes-alpes,https://cdn.helloasso.com/img/logos/croppedimage-466d68e1dd0a44fc8b18920b4b9e8720.png,https://cdn.helloasso.com/img/photos/croppedimage-4e5746f546a24e6ab73276a07b00db7b.png,Gap,05000,Hautes-Alpes,Provence-Alpes-Côte d'Azur,150 Boulevard Georges Pompidou,44.555434,6.077197,Association1901Rup,Formation | Handicap | Handisport | Sport,,1,Donation,1733958000,1759681716,110,federation-francaise-handisport,05handisport@gmail.com,
272343,Les Terrasses Solidaires,"Les Terrasses Solidaires : un tiers-lieu alliant accueil et économie sociale, solidaire et écologique du Briançonnais",/associations/les-terrasses-solidaires,https://cdn.helloasso.com/img/logos/croppedimage-d06bbe5a5be445caa457f5deba866d1c.png,https://cdn.helloasso.com/img/photos/croppedimage-9a9d69855fc544e89cfd1368057a2ab5.png,Briançon,05100,Hautes-Alpes,Provence-Alpes-Côte d'Azur,34 ROUTE DE GRENOBLE,44.904873,6.636314,Association1901Rig,Humanitaire | Solidarité | Écologie | Économie | Solidarité et Action Sociale,Don,2,Donation,1625004000,1772903354,110,,contact@lesterrassessolidaires.org,0630956253
495511,UDPS 05 - Union Départementale des Premiers Secours des Hautes Alpes,L'UDPS 05 est une association agréée de sécurité civile créée en 2023. Elle est affiliée à l'Association Nationale de Premiers Secours (ANPS).  L'UDPS 05 organise des formations de secourisme et met à disposition des organisateurs d'évènements des dispositifs prévisionnels de secours. ,/associations/udps-05-union-departementale-des-premiers-secours-des-hautes-alpes,https://cdn.helloasso.com/img/logos/croppedimage-89a7feebe77546c59c9ff4737d53b6b8.png,https://cdn.helloasso.com/img/photos/croppedimage-7e57d8bfae734f02b864838c5ebe683a.png,La Roche-des-Arnauds,05400,Hautes-Alpes,Provence-Alpes-Côte d'Azur,187 Chemin de Haute Correo,44.56313,5.996104,Association1901Rig,Formation | Humanitaire | Premiers secours | Solidarité | Sécurité | Solidarité et Action Sociale,,1,Donation,1712440800,1768589684,110,,communication@udps05.fr,0684513925
409065,AIR BUECH,"Club de parapente, paramoteur, delta et cerf volant de Laragne-Montéglin",/associations/air-buech,https://cdn.helloasso.com/img/logos/croppedimage-43ffdb560a2547fc880f3315df696f82.png,https://cdn.helloasso.com/img/photos/croppedimage-bb59efd79f2d49f2b6cc34394d7978a1.png,Lazer,05300,Hautes-Alpes,Provence-Alpes-Côte d'Azur,565 route de GAP Les silo,44.326055,5.832809,Association1901Rig,Sport,,1,Donation,1686175200,1764353546,110,FFVL,airbuech@sfr.fr,0699492202
177990,Du Vivant Dans Nos Cordes,Cie Du Vivant Dans Nos Cordes-Maison d’Artistes DU VIVANT! Ancrés au cœur des Hautes-Alpes nous réunissons authenticité et exigence artistique dans une recherche musicale et humaine à visée poétique. Eco-système unique dans lequel nous défendons les valeurs de partage et d’intelligence collective.,/associations/du-vivant-dans-nos-cordes,https://cdn.helloasso.com/img/logos/croppedimage-43c5f51d452348fd8d649e488e16a1f2.png,https://cdn.helloasso.com/img/photos/croppedimage-88424d90d4684864b4dd5cf6d495066b.png,Embrun,05200,Hautes-Alpes,Provence-Alpes-Côte d'Azur,66 Rue de la Liberté,44.56343,6.494384,Association1901,Arts | Culture | Recherche | Arts et Culture,,2,Donation,1574722800,1729253567,110,,ottilieproduction@gmail.com,
374177,Comité des Fêtes du Pays de la Meije ,"Le comité des fêtes est une association récemment relancée par une équipe dynamique, motivée et très attachée au pays de la Meije.  Notre ambition est de créer un esprit convivial et festif pour rassembler les habitants et les visiteurs autour d'événements originaux et divertissants.",/associations/comite-des-fetes-du-pays-de-la-meije,https://cdn.helloasso.com/img/logos/croppedimage-3d9f769f89794e8c9595de775ab01443.png,https://cdn.helloasso.com/img/photos/croppedimage-2c6e38b0fc2341e5a03b52549dd7a5b7.png,La Grave,05320,Hautes-Alpes,Provence-Alpes-Côte d'Azur,La Grave,45.046141,6.306222,Association1901Rig,Fête | Loisirs,Comites-des-fetes | Don,3,"Donation, Event, Membership",1675378800,1754567364,110,,cdfpaysdelameije@gmail.com,0686668009
301230,Maison Bessoulie,"Située au cœur de la vallée de Serre Chevalier, la Maison Bessoulie développe des solutions durables de logement pour les personnes exilées et les saisonniers de la vallée, un programme de formation pour ses résidents, et des activités touristiques responsables centrées sur la notion d’accueil. ",/associations/maison-bessoulie,https://cdn.helloasso.com/img/logos/croppedimage-290b8f0902e3414e8ec1e7b20ef3b2e9.png,https://cdn.helloasso.com/img/photos/croppedimage-817b0d9b613f4a2893c1237e116d4442.png,La Salle-les-Alpes,05240,Hautes-Alpes,Provence-Alpes-Côte d'Azur,6 Passage du Grarier,44.944276,6.553777,Association1901,Formation | Humanitaire | Logement | Solidarité | Solidarité et Action Sociale,,1,Donation,1642460400,1682864067,110,,contact@maisonbessoulie.cc,
495446,Alpes Musique Sacrée,"L'association Alpes Musique Sacrée (anciennement Saint-Arnoux Musique Sacrée), est née en 2019 et réformée en 2024. Nous organisons des concerts de qualité de notre propre choeur, l'ensemble vocal ""Una Voce"" ou d'ensembles musicaux professionnels dans Gap et les Hautes-Alpes.",/associations/alpes-musique-sacree,https://cdn.helloasso.com/img/logos/croppedimage-2d9f61d20a6e4d40971c2b692f61d41b.png,https://cdn.helloasso.com/img/photos/croppedimage-6b95155e0e5c4f338e315c75daeafd04.jpg,Gap,05000,Hautes-Alpes,Provence-Alpes-Côte d'Azur,1 Place de Fontreyne,44.545443,6.058636,Association1901Rig,Arts | Chant | Chorale | Culture | Professionnels | Musique,,1,Donation,1712440800,1763297151,110,,,
322808,Ligue Provence-Alpes Côte d'Azur de Hockey sur Glace,La Ligue SUD de Hockey sur Glace est un organisme régional dont la zone géographique de compétence correspond au périmètre de la région administrative.  Elle a pour missions principales de : - Proposer toute action visant au développement sportif - Relayer la politique sportive initiée par la FFHG,/associations/ligue-provence-alpes-cote-d-azur-de-hockey-sur-glace,https://cdn.helloasso.com/img/logos/croppedimage-799d4a5c5a2a425ea0fa20d48956863c.png,https://cdn.helloasso.com/img/photos/croppedimage-bddd52b38dba4477967bb45efc2ea6b0.png,Gap,05000,Hautes-Alpes,Provence-Alpes-Côte d'Azur,1A Rue Bayard,44.562045,6.079098,Association1901,Sport | Hockey sur glace,,1,Donation,1652652000,1774803073,110,,,
